trees,accuracy,precision,recall,f1,train_time,predict_time
10,0.9258069897405955,0.9452732003469211,0.9047065659500291,0.9245451075200407,0.5868775844573975,0.026647567749023438
50,0.9306864625907082,0.9427816150763196,0.9177388561467585,0.9300916968116429,2.8098747730255127,0.12540221214294434
100,0.9321878388522813,0.9428814279643009,0.9208101602058604,0.9317151016294305,5.688124179840088,0.2507455348968506
200,0.931812494786888,0.9423861318830727,0.9205611355524197,0.9313457904681923,11.337159156799316,0.5023467540740967
